r,sram_mib,tensor_cores,total_time_ms,effective_tflops,router_time_ms,up_gate_x512_time_ms,down_x512_time_ms
0.0002405863054644067,0.23040893453653777,4624.0,23.917812956862747,207.94426889022608,0.10074553725490197,16.053492956862744,7.7635744627450975
0.00025003068519063214,0.23945379461648952,4623.0,23.917812956862747,207.94426889022608,0.10074553725490197,16.053492956862744,7.7635744627450975
0.0002598458104929247,0.2488537168559472,4623.0,23.917812956862747,207.94426889022608,0.10074553725490197,16.053492956862744,7.7635744627450975
0.0002700462352420682,0.2586226394624669,4623.0,22.050936470588237,225.54924755244755,0.07607316078431373,14.474460862745099,7.500402447058824
0.0002806470846309839,0.26877504779746136,4623.0,22.050936470588237,225.54924755244755,0.07607316078431373,14.474460862745099,7.500402447058824
0.0002916640776023701,0.2793259958550978,4623.0,22.050936470588237,225.54924755244755,0.07607316078431373,14.474460862745099,7.500402447058824
0.0003031135501567576,0.2902911285843672,4623.0,22.050936470588237,225.54924755244755,0.07607316078431373,14.474460862745099,7.500402447058824
0.00031501247957553275,0.30168670508741574,4623.0,22.050936470588237,225.54924755244755,0.07607316078431373,14.474460862745099,7.500402447058824
0.0003273785095948577,0.313529622728549,4623.0,22.050936470588237,225.54924755244755,0.07607316078431373,14.474460862745099,7.500402447058824
0.00034022997656780644,0.3258374421896475,4623.0,22.050936470588237,225.54924755244755,0.07607316078431373,14.474460862745099,7.500402447058824
0.00035358593665351756,0.3386284135091539,4623.0,22.050936470588237,225.54924755244755,0.07607316078431373,14.474460862745099,7.500402447058824
0.0003674661940736688,0.35192150314323145,4623.0,22.050936470588237,225.54924755244755,0.07607316078431373,14.474460862745099,7.500402447058824
0.00038189133047818543,0.3657364220892337,4623.0,22.050936470588237,225.54924755244755,0.07607316078431373,14.474460862745099,7.500402447058824
0.0003968827354637158,0.38009365511317567,4623.0,21.787764454901964,228.27363216004525,0.07607316078431373,14.474460862745099,7.2372304313725495
0.00041246263829013477,0.39501449112455483,4623.0,21.787764454901964,228.27363216004525,0.07607316078431373,14.474460862745099,7.2372304313725495
0.0004286541408420925,0.41052105474354744,4623.0,21.787764454901964,228.27363216004525,0.07607316078431373,14.474460862745099,7.2372304313725495
0.00044548125188449884,0.4266363391074052,4623.0,21.787764454901964,228.27363216004525,0.07607316078431373,14.474460862745099,7.2372304313725495
0.0004629689226627268,0.44338423996468557,4622.0,21.787764454901964,228.27363216004525,0.07607316078431373,14.474460862745099,7.2372304313725495
0.00048114308390032545,0.4607895911078738,4622.0,21.787764454901964,228.27363216004525,0.07607316078431373,14.474460862745099,7.2372304313725495
0.000500030684249109,0.47887820119694224,4622.0,21.787764454901964,228.27363216004525,0.07607316078431373,14.474460862745099,7.2372304313725495
0.0005196597302486197,0.49767689202843285,4622.0,21.787764454901964,228.27363216004525,0.07607316078431373,14.474460862745099,7.2372304313725495
0.0005400593278542374,0.5172135383068299,4622.0,20.59115419607843,241.539259111333,0.06373697254901961,13.684944815686274,6.842472407843137
0.0005612597255954966,0.5375171089771772,4622.0,20.59115419607843,241.539259111333,0.06373697254901961,13.684944815686274,6.842472407843137
0.00058329235942862,0.5586177101802439,4622.0,20.59115419607843,241.539259111333,0.06373697254901961,13.684944815686274,6.842472407843137
0.0006061898993497572,0.5805466298939123,4622.0,20.59115419607843,241.539259111333,0.06373697254901961,13.684944815686274,6.842472407843137
0.0006299862978380693,0.603336384327005,4622.0,20.59115419607843,241.539259111333,0.06373697254901961,13.684944815686274,6.842472407843137
0.000654716840200473,0.6270207661343276,4622.0,20.59115419607843,241.539259111333,0.06373697254901961,13.684944815686274,6.842472407843137
0.0006804181968927094,0.6516348945244317,4621.0,20.59115419607843,241.539259111333,0.06373697254901961,13.684944815686274,6.842472407843137
0.0007071284778942997,0.6772152673343813,4621.0,20.59115419607843,241.539259111333,0.06373697254901961,13.684944815686274,6.842472407843137
0.0007348872892180388,0.7037998151487611,4621.0,20.59115419607843,241.539259111333,0.06373697254901961,13.684944815686274,6.842472407843137
0.0007637357916378012,0.7314279575431567,4621.0,20.59115419607843,241.539259111333,0.06373697254901961,13.684944815686274,6.842472407843137
0.0007937167617217542,0.7601406615355185,4621.0,20.59115419607843,241.539259111333,0.06373697254901961,13.684944815686274,6.842472407843137
0.0008248746552614581,0.7899805023320602,4621.0,20.59115419607843,241.539259111333,0.06373697254901961,13.684944815686274,6.842472407843137
0.0008572556731909325,0.820991726457793,4621.0,20.59115419607843,241.539259111333,0.06373697254901961,13.684944815686274,6.842472407843137
0.0008909078300934124,0.8532203173652829,4621.0,20.59115419607843,241.539259111333,0.06373697254901961,13.684944815686274,6.842472407843137
0.0009258810253973945,0.8867140636189363,4620.0,20.59115419607843,241.539259111333,0.06373697254901961,13.684944815686274,6.842472407843137
0.0009622271173675135,0.9215226297558857,4620.0,20.59115419607843,241.539259111333,0.06373697254901961,13.684944815686274,6.842472407843137
0.001,0.9576976299285889,4620.0,20.59115419607843,241.539259111333,0.06373697254901961,13.684944815686274,6.842472407843137
0.0024277539341917027,2.325054188825201,4613.0,20.18714403137255,246.37324234862757,0.05448483137254902,13.290186792156863,6.842472407843137
0.003855507868383405,3.6924107477218127,4607.0,20.185602007843137,246.39206335463828,0.052942807843137256,13.290186792156863,6.842472407843137
0.005283261802575107,5.059767306618424,4600.0,20.185602007843137,246.39206335463828,0.052942807843137256,13.290186792156863,6.842472407843137
0.00671101573676681,6.4271238655150364,4594.0,20.185602007843137,246.39206335463828,0.052942807843137256,13.290186792156863,6.842472407843137
0.008138769670958512,7.794480424411647,4587.0,20.185602007843137,246.39206335463828,0.052942807843137256,13.290186792156863,6.842472407843137
0.009566523605150215,9.16183698330826,4580.0,20.185602007843137,246.39206335463828,0.052942807843137256,13.290186792156863,6.842472407843137
0.010994277539341919,10.529193542204872,4574.0,20.185602007843137,246.39206335463828,0.052942807843137256,13.290186792156863,6.842472407843137
0.012422031473533619,11.89655010110148,4567.0,20.185602007843137,246.39206335463828,0.052942807843137256,13.290186792156863,6.842472407843137
0.013849785407725322,13.263906659998096,4561.0,20.185602007843137,246.39206335463828,0.052942807843137256,13.290186792156863,6.842472407843137
0.015277539341917026,14.631263218894707,4554.0,20.185602007843137,246.39206335463828,0.052942807843137256,13.290186792156863,6.842472407843137
0.01670529327610873,15.99861977779132,4547.0,20.185602007843137,246.39206335463828,0.052942807843137256,13.290186792156863,6.842472407843137
0.01813304721030043,17.36597633668793,4541.0,20.185602007843137,246.39206335463828,0.052942807843137256,13.290186792156863,6.842472407843137
0.019560801144492133,18.733332895584542,4534.0,20.185602007843137,246.39206335463828,0.052942807843137256,13.290186792156863,6.842472407843137
